institution,publisher,collection,years,lengthofagreement,packageprice,carnegiebasicclassification,fte,source,url,notes,value,gbpvalue,usdvalue,createdAt,created_date,_id
University of London (central),Taylor & Francis,Unclassified,2014,1 year,"£ 85,722",N/A,,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,85722,85722,111438,1.61237E+12,2021-02-03 1718.01,utS9eoqomQdiksewf
University of London (central),Cambridge University Press (CUP),Unclassified,2017,1 year,"£37,824",N/A,,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,37824,37824,49171,1.61237E+12,2021-02-03 1718.01,yn74DGzbW2fSGwGq9
University of London (central),Cambridge University Press (CUP),Unclassified,2019,1 year,"£43,056",N/A,,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,43056,43056,55972,1.61237E+12,2021-02-03 1718.01,aP9xxA3JvrhvTPYCB
University of London (central),Elsevier,Unclassified,2016,1 year,"£11,349",N/A,,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,11349,11349,14753,1.61237E+12,2021-02-03 1718.01,sH97bmMoqK5iquS6y
University of London (central),Sage,Unclassified,2017,1 year,"£7,541",N/A,,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,7541,7541,9803,1.61237E+12,2021-02-03 1718.01,34xBth7aW76cqTFr5
University of London (central),Springer Nature,Unclassified,2016,1 year,"£14,180",N/A,,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,14180,14180,18434,1.61237E+12,2021-02-03 1718.01,vsevHXasJJ5Mogmeh
University of London (central),Taylor & Francis,Unclassified,2016,1 year,"£87,912",N/A,,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,87912,87912,114285,1.61237E+12,2021-02-03 1718.01,Dyj3cnNWbebqwHq9S
University of London (central),Taylor & Francis,Unclassified,2018,1 year,"£31,945",N/A,,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,31945,31945,41528,1.61237E+12,2021-02-03 1718.01,q25y2ywr8WDu5uzut
University of Manchester,Cambridge University Press (CUP),Unclassified,2010,1 year,"£ 35,511",N/A,47980,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,35511,35511,46164,1.61237E+12,2021-02-03 1718.01,MmpPNXy8FnTZgs3Bh
University of Manchester,Institute of Physics Publishing (IOP),Unclassified,2012,1 year,"£ 53,525",N/A,47980,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,53525,53525,69582,1.61237E+12,2021-02-03 1718.01,NxFwcMf9Ttb6kpTr7
University of Manchester,Sage,Unclassified,2013,1 year,"£ 76,830",N/A,47980,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,76830,76830,99879,1.61237E+12,2021-02-03 1718.01,kktii74jsWx3Xm4Ru
University of Manchester,Wiley,Unclassified,2014,1 year,"£ 547,154",N/A,47980,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,547154,547154,711300,1.61237E+12,2021-02-03 1718.01,5sKk2BN8u5tBweG8g
University of Manchester,De Gruyter,Unclassified,2016,1 year,"£37,497",N/A,47980,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar years (2015 and 2016).,37497,37497,48746,1.61237E+12,2021-02-03 1718.01,pNqdz2njru9vX7JhJ
University of Manchester,Oxford University Press (OUP),Unclassified,2018,1 year,"£106,264",N/A,47980,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,106264,106264,138143,1.61237E+12,2021-02-03 1718.01,gWxLsMkgBsvZMzCyD
University of Manchester,Sage,Unclassified,2015,1 year,"£70,753",N/A,47980,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar years (2015 and 2016).,70753,70753,91978,1.61237E+12,2021-02-03 1718.01,PfqBXeAfeEohx8yxw
University of Manchester,Springer Nature,Unclassified,2016,1 year,"£520,630",N/A,47980,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar years (2015 and 2016).,520630,520630,676819,1.61237E+12,2021-02-03 1718.01,nPyh2APcrnxf5y2ST
University of Manchester,Springer Nature,Unclassified,2017,1 year,"£615,834",N/A,47980,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,"Calendar year; Figures include VAT. Springer figures given in EUR (2018 = 543758.39 EUR, 2019 = 545126.03 EUR). Converted based on exchange rate from xe.com on 1 Jan 2018 (0.8892469109) and 1 Jan 2019 (0.9100685503).",615834,615834,800584,1.61237E+12,2021-02-03 1718.01,RfJ639ZG3ZW3cFvKH
University of Manchester,Wiley,Unclassified,2019,1 year,"£1,763,579",N/A,47980,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,1763579,1763579,2292652,1.61237E+12,2021-02-03 1718.01,cNctxoAeZz6ZcdKF5
University of Northampton,Taylor & Francis,Unclassified,2010,1 year,"£ 46,385",N/A,11375,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,46385,46385,60300,1.61237E+12,2021-02-03 1718.01,sphewjEMekokj6vqJ
University of Northampton,Sage,Unclassified,2013,1 year,"£ 37,655",N/A,11375,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,37655,37655,48951,1.61237E+12,2021-02-03 1718.01,zx8YsBQTaGJf734yP
University of Northampton,Elsevier,Unclassified,2014,1 year,"£ 59,756",N/A,11375,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,59756,59756,77682,1.61237E+12,2021-02-03 1718.01,FbR2A9KpfhQcgFD2r
University of Northampton,Taylor & Francis,Unclassified,2014,1 year,"£ 53,364",N/A,11375,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,53364,53364,69373,1.61237E+12,2021-02-03 1718.01,K2RnrL5fRtXe7jzs3
University of Northampton,Cambridge University Press (CUP),Unclassified,2019,1 year,"£5,736",N/A,11375,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,5736,5736,7456,1.61237E+12,2021-02-03 1718.01,gwsXkSueXM3sL9JAt
University of Northampton,Sage,Unclassified,2017,1 year,"£21,421",N/A,11375,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,21421,21421,27847,1.61237E+12,2021-02-03 1718.01,5EtBrbgnoAs7LPTiF
University of Northampton,Taylor & Francis,Unclassified,2016,1 year,"£24,668",N/A,11375,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). 'The majority of the University’s academic publications are purchased using the services of a subscription agent and we do not deal directly with the publishers.',24668,24668,32068,1.61237E+12,2021-02-03 1718.01,Prixq8ZPQdKLJHW5R
University of Northampton,Taylor & Francis,Unclassified,2019,1 year,"£72,855",N/A,11375,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,72855,72855,94711,1.61237E+12,2021-02-03 1718.01,jZtAEmqXNfYTnwW3N
University of Northampton,Wiley,Unclassified,2015,1 year,"£57,410",N/A,11375,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). 'The majority of the University’s academic publications are purchased using the services of a subscription agent and we do not deal directly with the publishers.',57410,57410,74633,1.61237E+12,2021-02-03 1718.01,P7fqNZZaxZA2vnTZ6
University of Nottingham,Springer Nature,Unclassified,2010,1 year,"£ 293,199",N/A,38695,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,293199,293199,381158,1.61237E+12,2021-02-03 1718.01,McDLfeerDnQuH2FNZ
University of Nottingham,Cambridge University Press (CUP),Unclassified,2011,1 year,"£ 36,558",N/A,38695,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,36558,36558,47525,1.61237E+12,2021-02-03 1718.01,T98Q8CY9dADpxhLQC
University of Nottingham,Wiley,Unclassified,2012,1 year,"£ 407,111",N/A,38695,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,407111,407111,529244,1.61237E+12,2021-02-03 1718.01,dBCMjgmh4kuztymcu
University of Nottingham,Royal Society of Chemistry (RSC),Unclassified,2012,1 year,"£ 23,674",N/A,38695,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,23674,23674,30776,1.61237E+12,2021-02-03 1718.01,veaoeT3d2SxrqbZCv
University of Nottingham,Institute of Physics Publishing (IOP),Unclassified,2013,1 year,"£ 53,789",N/A,38695,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,53789,53789,69925,1.61237E+12,2021-02-03 1718.01,66cTCQRiCuiuiXTH7
University of Nottingham,Cambridge University Press (CUP),Unclassified,2018,1 year,"£68,952",N/A,38695,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,,68952,68952,89637,1.61237E+12,2021-02-03 1718.01,CsPghajwwtPNkzEgs
University of Nottingham,Elsevier,Unclassified,2019,1 year,"£1,334,038",N/A,38695,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,,1334038,1334038,1734249,1.61237E+12,2021-02-03 1718.01,Xd5mJofEwEcTAozQd
University of Nottingham,Oxford University Press (OUP),Unclassified,2017,1 year,"£109,223",N/A,38695,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,,109223,109223,141989,1.61237E+12,2021-02-03 1718.01,u7qBBcKsmTkzegsk6
University of Nottingham,Oxford University Press (OUP),Unclassified,2018,1 year,"£131,226",N/A,38695,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,,131226,131226,170593,1.61237E+12,2021-02-03 1718.01,DMwNd3mBuzDcNZNNt
University of Nottingham,Royal Society of Chemistry (RSC),Unclassified,2015,1 year,"£29,871",N/A,38695,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar years (2015 and 2016).,29871,29871,38832,1.61237E+12,2021-02-03 1718.01,scS8pkBFz5xvQiBoh
University of Nottingham,Sage,Unclassified,2017,1 year,"£143,677",N/A,38695,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,,143677,143677,186780,1.61237E+12,2021-02-03 1718.01,aNSbg8Hjy3aL6BWKf
University of Nottingham,Sage,Unclassified,2019,1 year,"£176,181",N/A,38695,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,,176181,176181,229035,1.61237E+12,2021-02-03 1718.01,LCRkK5XhSZjWQQNXP
University of Nottingham,Taylor & Francis,Unclassified,2015,1 year,"£230,204",N/A,38695,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar years (2015 and 2016).,230204,230204,299265,1.61237E+12,2021-02-03 1718.01,6hyYb4XwPhDnXWuAP
University of Oxford,Wiley,Unclassified,2010,1 year,"£ 428,782",N/A,34080,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,428782,428782,557416,1.61237E+12,2021-02-03 1718.01,EoFRobCGrAZYWKia3
University of Oxford,Cambridge University Press (CUP),Unclassified,2010,1 year,"£ 31,504",N/A,34080,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,31504,31504,40955,1.61237E+12,2021-02-03 1718.01,2CoMurnTZcfxxRECG
University of Oxford,Elsevier,Unclassified,2010,1 year,"£945,676",N/A,34080,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,945676,945676,1229378,1.61237E+12,2021-02-03 1718.01,NuT3vQ9tRBaTEPWzG
University of Oxford,Royal Society of Chemistry (RSC),Unclassified,2010,1 year,"£ 19,083",N/A,34080,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,19083,19083,24807,1.61237E+12,2021-02-03 1718.01,Gc57FJsq2a3o5NLuA
University of Oxford,Taylor & Francis,Unclassified,2010,1 year,"£ 80,603",N/A,34080,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,"All Oxford's figures for Taylor & Francis are for electronic subscriptions only, not print",80603,80603,104783,1.61237E+12,2021-02-03 1718.01,YGuSRuDC5h2exhr4x
University of Oxford,Royal Society of Chemistry (RSC),Unclassified,2011,1 year,"£ 21,944",N/A,34080,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,21944,21944,28527,1.61237E+12,2021-02-03 1718.01,4XRTBKh5wQHsCFk76
University of Oxford,Cambridge University Press (CUP),Unclassified,2011,1 year,"£ 28,645",N/A,34080,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,28645,28645,37238,1.61237E+12,2021-02-03 1718.01,cga5NSnPu62Rcyu3n
University of Oxford,Elsevier,Unclassified,2011,1 year,"£ 963,434",N/A,34080,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,963434,963434,1252464,1.61237E+12,2021-02-03 1718.01,fzq46xBQh8EDYkBFs
University of Oxford,Institute of Physics Publishing (IOP),Unclassified,2011,1 year,"£ 34,184",N/A,34080,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,34184,34184,44439,1.61237E+12,2021-02-03 1718.01,K5LCwZd5xgb6omE8C
University of Oxford,Wiley,Unclassified,2011,1 year,"£ 450,089",N/A,34080,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,450089,450089,585115,1.61237E+12,2021-02-03 1718.01,HaJZc7pyFKGnXMJsB
University of Oxford,Institute of Physics Publishing (IOP),Unclassified,2014,1 year,"£ 43,127",N/A,34080,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,43127,43127,56065,1.61237E+12,2021-02-03 1718.01,4JGr6kfwjgXfCFoiw
University of Oxford,Cambridge University Press (CUP),Unclassified,2014,1 year,"£ 42,714",N/A,34080,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,42714,42714,55528,1.61237E+12,2021-02-03 1718.01,fQPscBxa7ST6EDtRM
University of Oxford,Elsevier,Unclassified,2014,1 year,"£ 990,775",N/A,34080,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,990775,990775,1288007,1.61237E+12,2021-02-03 1718.01,EGb66fpH42hn9ZNuP
University of Oxford,Royal Society of Chemistry (RSC),Unclassified,2018,1 year,"£29,915",N/A,34080,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,"Academic year; Figures include VAT. These figures include the Bodleian Libraries, not college libraries.",29915,29915,38889,1.61237E+12,2021-02-03 1718.01,vyLYJM35SrY7zFL9y
University of Oxford,Springer Nature,Unclassified,2019,1 year,"£481,982",N/A,34080,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,"Academic year; Figures include VAT. These figures include the Bodleian Libraries, not college libraries.",481982,481982,626576,1.61237E+12,2021-02-03 1718.01,XJMhkZvxNsbxuG3uE
University of Oxford,Taylor & Francis,Unclassified,2019,1 year,"£258,996",N/A,34080,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,"Academic year; Figures include VAT. These figures include the Bodleian Libraries, not college libraries.",258996,258996,336694,1.61237E+12,2021-02-03 1718.01,9C9mbvQimvATW4vb3
University of Oxford,Wiley,Unclassified,2018,1 year,"£563,254",N/A,34080,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,"Academic year; Figures include VAT. These figures include the Bodleian Libraries, not college libraries.",563254,563254,732230,1.61237E+12,2021-02-03 1718.01,DRQzkXg3LF5gLi2Fi
University of Plymouth,Cambridge University Press (CUP),Unclassified,2019,1 year,"£1,673",N/A,17075,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,1673,1673,2174,1.61237E+12,2021-02-03 1718.01,5d7gXx9yEyY92BXSF
University of Plymouth,Wiley,Unclassified,2019,1 year,"£48,589",N/A,17075,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,48589,48589,63165,1.61237E+12,2021-02-03 1718.01,MjH6vrTRKHtgwgQso
University of Portsmouth,Sage,Unclassified,2010,1 year,"£ 16,760",N/A,25570,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,16760,16760,21788,1.61237E+12,2021-02-03 1718.01,fZ7MrPTsqHN8FRqDi
University of Portsmouth,Elsevier,Unclassified,2011,1 year,"£ 288,941",N/A,25570,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,288941,288941,375623,1.61237E+12,2021-02-03 1718.01,rHuQLRm8cPnQBR2gh
University of Portsmouth,Sage,Unclassified,2011,1 year,"£ 3,391",N/A,25570,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,3391,3391,4408,1.61237E+12,2021-02-03 1718.01,D4Mke2r7iHiBMzeY3
University of Portsmouth,Institute of Physics Publishing (IOP),Unclassified,2014,1 year,"£ 7,500",N/A,25570,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,7500,7500,9750,1.61237E+12,2021-02-03 1718.01,hfwjgMNPReBQDtE35
University of Portsmouth,Oxford University Press (OUP),Unclassified,2014,1 year,"£ 37,300",N/A,25570,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,37300,37300,48490,1.61237E+12,2021-02-03 1718.01,SNzC23wrCWg6Ty32M
University of Portsmouth,Wiley,Unclassified,2014,1 year,"£ 154,292",N/A,25570,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,154292,154292,200579,1.61237E+12,2021-02-03 1718.01,vr8WRSz8GKaX8rDpc
University of Portsmouth,Cambridge University Press (CUP),Unclassified,2018,1 year,"£21,759",N/A,25570,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,21759,21759,28286,1.61237E+12,2021-02-03 1718.01,qHZLZ72MZxmviCSCD
University of Portsmouth,Elsevier,Unclassified,2016,1 year,"£347,026",N/A,25570,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,347026,347026,451133,1.61237E+12,2021-02-03 1718.01,XpPBokpvZjhRYkEuB
University of Portsmouth,Elsevier,Unclassified,2017,1 year,"£323,354",N/A,25570,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,323354,323354,420360,1.61237E+12,2021-02-03 1718.01,HSJqoq26FrQafrefA
University of Portsmouth,Institute of Physics Publishing (IOP),Unclassified,2017,1 year,"£15,543",N/A,25570,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,15543,15543,20205,1.61237E+12,2021-02-03 1718.01,QbvW432gTzaYMXbaZ
University of Portsmouth,Oxford University Press (OUP),Unclassified,2018,1 year,"£47,985",N/A,25570,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,47985,47985,62380,1.61237E+12,2021-02-03 1718.01,22x7zLqWkNAZDRmhZ
University of Portsmouth,Royal Society of Chemistry (RSC),Unclassified,2019,1 year,"£1,933",N/A,25570,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,1933,1933,2512,1.61237E+12,2021-02-03 1718.01,cikfN9HgEdqrKCZZa
University of Portsmouth,Springer Nature,Unclassified,2018,1 year,"£128,353",N/A,25570,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,128353,128353,166858,1.61237E+12,2021-02-03 1718.01,vzqiR3BgC8xNPZCKG
University of Portsmouth,Taylor & Francis,Unclassified,2018,1 year,"£170,731",N/A,25570,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,170731,170731,221950,1.61237E+12,2021-02-03 1718.01,ybfQwzY5kMmp7fTkx
University of Portsmouth,Wiley,Unclassified,2018,1 year,"£185,897",N/A,25570,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,185897,185897,241666,1.61237E+12,2021-02-03 1718.01,tRXJaQt2Kj69j4MKj
University of Portsmouth,Wiley,Unclassified,2019,1 year,"£346,124",N/A,25570,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,346124,346124,449961,1.61237E+12,2021-02-03 1718.01,AjkB6Kwn9Yo2k6ja3
University of Reading,Sage,Unclassified,2010,1 year,"£ 20,276",N/A,19685,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,20276,20276,26358,1.61237E+12,2021-02-03 1718.01,gjsjCjMXDHXPwTdfy
University of Reading,Taylor & Francis,Unclassified,2010,1 year,"£ 63,452",N/A,19685,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,63452,63452,82487,1.61237E+12,2021-02-03 1718.01,9sNm8iZfR3Z8ijz3q
University of Reading,Oxford University Press (OUP),Unclassified,2011,1 year,"£ 17,016",N/A,19685,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,17016,17016,22120,1.61237E+12,2021-02-03 1718.01,ZjSNpsaXS6NCgkiM3
University of Reading,Royal Society of Chemistry (RSC),Unclassified,2011,1 year,"£ 2,124",N/A,19685,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,2124,2124,2761,1.61237E+12,2021-02-03 1718.01,bprswGN2b8AQiWsaQ
University of Reading,Cambridge University Press (CUP),Unclassified,2012,1 year,"£ 22,388",N/A,19685,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,22388,22388,29104,1.61237E+12,2021-02-03 1718.01,QrcvgozmXm5LXQfYC
University of Reading,Royal Society of Chemistry (RSC),Unclassified,2012,1 year,"£ 6,698",N/A,19685,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,6698,6698,8707,1.61237E+12,2021-02-03 1718.01,2EKERqAZ66kWYuSNP
University of Reading,Sage,Unclassified,2012,1 year,"£ 29,569",N/A,19685,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,29569,29569,38439,1.61237E+12,2021-02-03 1718.01,tTDH6G7bc5fSoaLLM
University of Reading,Wiley,Unclassified,2012,1 year,"£ 144,064",N/A,19685,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,144064,144064,187283,1.61237E+12,2021-02-03 1718.01,cQk8YeL5NJ4m9Tub3
University of Reading,Oxford University Press (OUP),Unclassified,2013,1 year,"£ 27,396",N/A,19685,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,27396,27396,35614,1.61237E+12,2021-02-03 1718.01,jcSoz7NufEMswZyBj
University of Reading,Royal Society of Chemistry (RSC),Unclassified,2013,1 year,"£ 3,800",N/A,19685,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,3800,3800,4940,1.61237E+12,2021-02-03 1718.01,hG4LGd6WrHMoK5CMq
University of Reading,Taylor & Francis,Unclassified,2013,1 year,"£ 107,024",N/A,19685,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,107024,107024,139131,1.61237E+12,2021-02-03 1718.01,x6Tyo8ehDzCeSHGsF
University of Reading,De Gruyter,Unclassified,2016,1 year,"£5,889",N/A,19685,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,5889,5889,7655,1.61237E+12,2021-02-03 1718.01,7qYQYTSXCdQohsHbf
University of Reading,Elsevier,Unclassified,2018,1 year,"£486,215",N/A,19685,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,486215,486215,632079,1.61237E+12,2021-02-03 1718.01,LPq3GtLcSFP2hHt92
University of Reading,Royal Society of Chemistry (RSC),Unclassified,2017,1 year,"£24,303",N/A,19685,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,24303,24303,31593,1.61237E+12,2021-02-03 1718.01,wzkki4GHWP3LRvr4u
University of Reading,Royal Society of Chemistry (RSC),Unclassified,2019,1 year,"£25,276",N/A,19685,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,25276,25276,32858,1.61237E+12,2021-02-03 1718.01,LoRcz5dmfHY9EPy5M
University of Reading,Sage,Unclassified,2016,1 year,"£70,805",N/A,19685,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,70805,70805,92046,1.61237E+12,2021-02-03 1718.01,HQ5E8cixNbzwb9jJq
University of Reading,Sage,Unclassified,2018,1 year,"£85,074",N/A,19685,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,85074,85074,110596,1.61237E+12,2021-02-03 1718.01,AgX6j7wCMWM8dukkE
University of Reading,Taylor & Francis,Unclassified,2018,1 year,"£192,503",N/A,19685,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,192503,192503,250253,1.61237E+12,2021-02-03 1718.01,8P3WDRt5MK9eFzTQ6
University of Reading,Wiley,Unclassified,2019,1 year,"£474,145",N/A,19685,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,474145,474145,616388,1.61237E+12,2021-02-03 1718.01,SqX8hMvpERkTdrLJG
University of Roehampton,Elsevier,Unclassified,2010,1 year,"£52,387",N/A,12165,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,52387,52387,68103,1.61237E+12,2021-02-03 1718.01,TmSbe73A5kCdSoQF2
University of Roehampton,Taylor & Francis,Unclassified,2011,1 year,"£ 70,441",N/A,12165,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,70441,70441,91573,1.61237E+12,2021-02-03 1718.01,FLvKrcN8fjr7vYrtX
